symbol,shortName,fundamental_total_score,fundamental_avg_score,fundamental_rating,technical_total_score,technical_avg_score,technical_rating,analysis_text,overall_avg_score,overall_total_score,overall_rating
00937B.TWO,CAPITAL INV TRUST CORP ICE ESG ,10,5.0,B,34,6.8,B,"**[基本面分析] 00937B.TWO / CAPITAL INV TRUST CORP ICE ESG **
- ETF_PE: 資料缺失
- ETF_Yield: 5.83% => 在 2~6 的區間 (score=5)
- totalAssets: 251,198,652,416 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 資料缺失
- threeYearAverageReturn: 資料缺失
- fiveYearAverageReturn: 資料缺失

【基本面評級】平均分數 5.0 → 等級 B
- RSI: 52.14（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 17.69（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.9,44,B
00725B.TWO,CATHAY SECS INV TRUST CO LTD BB,23,4.6,C,36,7.2,B,"**[基本面分析] 00725B.TWO / CATHAY SECS INV TRUST CO LTD BB**
- ETF_PE: 資料缺失
- ETF_Yield: 6.87% => 高於參考值(6)，表現不錯 (score=10)
- totalAssets: 126,726,905,856 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 1.70 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: 1.11% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: 0.37% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 4.6 → 等級 C
- RSI: 52.65（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 14.19（趨勢弱） (score=5)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 7.2 → 等級 B",5.9,59,B
1216.TW,UNI-PRESIDENT ENTERPRISES CORP,48,4.363636363636363,C,37,7.4,B,"**[基本面分析] 1216.TW / UNI-PRESIDENT ENTERPRISES CORP**
- PE: 23.47 => 介於 10 ~ 25 的區間 (score=5)
- PB: 3.44 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.30 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 15.34% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.83% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 6.13% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 140.90 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 0.94 => 低於參考值(1) (score=2)
- QuickRatio: 0.69 => 低於參考值(1) (score=2)
- RevenueGrowth: 8.40% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 9.40% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 4.4 → 等級 C
- RSI: 39.65（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 38.21（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 7.4 → 等級 B",5.881818181818182,85,B
2891.TW,CTBC FINANCIAL HOLDINGS COMPANY,58,5.2727272727272725,B,32,6.4,B,"**[基本面分析] 2891.TW / CTBC FINANCIAL HOLDINGS COMPANY**
- PE: 11.74 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.76 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.66 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 14.51% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 4.77% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 32.65% => 高於參考值(30.00%)，值得肯定 (score=10)
- DebtToEquity: 108.46 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 0.31 => 低於參考值(1) (score=2)
- QuickRatio: 0.22 => 低於參考值(1) (score=2)
- RevenueGrowth: 22.40% => 高於參考值(20.00%)，值得肯定 (score=10)
- EarningsGrowth: 2.70% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.3 → 等級 B
- RSI: 53.17（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 14.14（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",5.836363636363636,90,B
2412.TW,CHUNGHWA TELECOM,53,4.818181818181818,C,34,6.8,B,"**[基本面分析] 2412.TW / CHUNGHWA TELECOM**
- PE: 26.43 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 2.58 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.07 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 9.73% => 低於參考值(10.00%) (score=2)
- DividendYield: 3.85% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 20.47% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 11.25 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.47 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.12 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: 3.60% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -1.00% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.8 → 等級 C
- RSI: 58.47（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 16.37（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.809090909090909,87,B
2327.TW,YAGEO CORP,72,6.0,B,28,5.6,B,"**[基本面分析] 2327.TW / YAGEO CORP**
- PE: 13.45 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.78 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 1.49 => 高於參考值(1.2)，需留意高估風險 (score=2)
- ROE: 14.02% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.16% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 1.44 => 介於 1 ~ 2 的區間 (score=5)
- OperatingMargin: 20.91% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 14.66 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 9.29 => 高於參考值(2)，值得肯定 (score=10)
- QuickRatio: 7.56 => 高於參考值(2)，值得肯定 (score=10)
- RevenueGrowth: 15.90% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 16.50% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 6.0 → 等級 B
- RSI: 51.15（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 15.01（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 5.6 → 等級 B",5.8,100,B
5880.TW,TAIWAN COOPERATIVE FINANCIAL HL,44,5.5,B,30,6.0,B,"**[基本面分析] 5880.TW / TAIWAN COOPERATIVE FINANCIAL HL**
- PE: 20.00 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.55 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.39 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 7.64% => 低於參考值(10.00%) (score=2)
- DividendYield: 2.59% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 46.31% => 高於參考值(30.00%)，值得肯定 (score=10)
- DebtToEquity: 資料缺失
- CurrentRatio: 資料缺失
- QuickRatio: 資料缺失
- RevenueGrowth: 9.50% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 4.70% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 5.5 → 等級 B
- RSI: 46.05（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 14.41（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.0 → 等級 B",5.75,74,B
1303.TW,NAN YA PLASTIC,52,4.7272727272727275,C,33,6.6,B,"**[基本面分析] 1303.TW / NAN YA PLASTIC**
- PE: 80.87 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 0.73 => 明顯低於參考值(1)，對投資人相對有利 (score=10)
- Beta: 0.65 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 0.88% => 低於參考值(10.00%) (score=2)
- DividendYield: 2.18% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 1.50% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 49.93 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.39 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.95 => 低於參考值(1) (score=2)
- RevenueGrowth: -1.20% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -98.50% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.7 → 等級 C
- RSI: 51.97（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 33.22（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 6.6 → 等級 B",5.663636363636364,85,B
3045.TW,TAIWAN MOBILE CO,51,4.636363636363637,C,33,6.6,B,"**[基本面分析] 3045.TW / TAIWAN MOBILE CO**
- PE: 23.61 => 介於 10 ~ 25 的區間 (score=5)
- PB: 3.92 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.12 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 19.48% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.79% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 10.37% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 114.48 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 0.46 => 低於參考值(1) (score=2)
- QuickRatio: 0.38 => 低於參考值(1) (score=2)
- RevenueGrowth: 9.60% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 6.50% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 4.6 → 等級 C
- RSI: 40.30（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 23.66（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.6 → 等級 B",5.618181818181818,84,B
4904.TW,FAR EASTONE TELECOMMUNICATIONS,51,4.636363636363637,C,32,6.4,B,"**[基本面分析] 4904.TW / FAR EASTONE TELECOMMUNICATIONS**
- PE: 25.91 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 3.64 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.02 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 16.16% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.70% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 16.00% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 73.32 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 0.73 => 低於參考值(1) (score=2)
- QuickRatio: 0.58 => 低於參考值(1) (score=2)
- RevenueGrowth: 6.50% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: 11.70% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 4.6 → 等級 C
- RSI: 46.13（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 12.65（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",5.5181818181818185,83,B
3711.TW,ASE TECHNOLOGY HOLDING CO LTD,46,4.181818181818182,C,34,6.8,B,"**[基本面分析] 3711.TW / ASE TECHNOLOGY HOLDING CO LTD**
- PE: 21.72 => 介於 10 ~ 25 的區間 (score=5)
- PB: 2.48 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 1.04 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 10.57% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.02% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 7.17% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 60.46 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.18 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.86 => 低於參考值(1) (score=2)
- RevenueGrowth: 3.90% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 10.10% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)

【基本面評級】平均分數 4.2 → 等級 C
- RSI: 66.04（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 17.29（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.49090909090909,80,B
2885.TW,YUANTA FINANCIAL HOLDING CO. LT,48,4.363636363636363,C,32,6.4,B,"**[基本面分析] 2885.TW / YUANTA FINANCIAL HOLDING CO. LT**
- PE: 14.91 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.56 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.72 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 10.43% => 在 10.00% ~ 20.00% 的合理範圍 (score=5)
- DividendYield: 3.22% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 18.79% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 187.58 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 0.91 => 低於參考值(1) (score=2)
- QuickRatio: 0.47 => 低於參考值(1) (score=2)
- RevenueGrowth: 14.90% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: -8.40% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.4 → 等級 C
- RSI: 50.50（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 13.11（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.4 → 等級 B",5.381818181818182,80,B
4938.TW,PEGATRON CORPORATION,43,4.3,C,32,6.4,B,"**[基本面分析] 4938.TW / PEGATRON CORPORATION**
- PE: 14.30 => 介於 10 ~ 25 的區間 (score=5)
- PB: 1.30 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 資料缺失
- ROE: 9.12% => 低於參考值(10.00%) (score=2)
- DividendYield: 4.20% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 1.24% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 24.29 => 明顯低於參考值(50)，對投資人相對有利 (score=10)
- CurrentRatio: 1.36 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 1.08 => 在 1 ~ 2 的合理範圍 (score=5)
- RevenueGrowth: -6.80% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -6.30% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.3 → 等級 C
- RSI: 60.23（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 16.39（趨勢弱） (score=5)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 6.4 → 等級 B",5.35,75,B
00751B.TWO,YUANTA SECURITIES CO.LTD US 20+,18,3.6,C,35,7.0,B,"**[基本面分析] 00751B.TWO / YUANTA SECURITIES CO.LTD US 20+**
- ETF_PE: 資料缺失
- ETF_Yield: 5.46% => 在 2~6 的區間 (score=5)
- totalAssets: 156,781,625,344 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 1.90 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: -2.51% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -2.34% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.6 → 等級 C
- RSI: 50.62（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 21.68（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",5.3,53,B
00940.TW,YUANTA SECURITIES INV TRUST CO ,10,5.0,B,28,5.6,B,"**[基本面分析] 00940.TW / YUANTA SECURITIES INV TRUST CO **
- ETF_PE: 11.94 => 介於 10~25 的區間 (score=5)
- ETF_Yield: 資料缺失
- totalAssets: 155,052,556,288 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 資料缺失
- threeYearAverageReturn: 資料缺失
- fiveYearAverageReturn: 資料缺失

【基本面評級】平均分數 5.0 → 等級 B
- RSI: 48.84（正常範圍） (score=7)
- MACD: 負值（賣出信號） (score=6)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 18.72（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 5.6 → 等級 B",5.3,38,B
00761B.TWO,CATHAY SECS INV TRUST CO LTD BB,18,3.6,C,35,7.0,B,"**[基本面分析] 00761B.TWO / CATHAY SECS INV TRUST CO LTD BB**
- ETF_PE: 資料缺失
- ETF_Yield: 5.35% => 在 2~6 的區間 (score=5)
- totalAssets: 100,653,850,624 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 1.82 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: -1.31% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -1.58% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.6 → 等級 C
- RSI: 51.22（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 24.76（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",5.3,53,B
00773B.TWO,CTBC INVESTMENTS CO LTD CTBC BL,14,3.5,C,35,7.0,B,"**[基本面分析] 00773B.TWO / CTBC INVESTMENTS CO LTD CTBC BL**
- ETF_PE: 資料缺失
- ETF_Yield: 4.64% => 在 2~6 的區間 (score=5)
- totalAssets: 100,069,269,504 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 資料缺失
- threeYearAverageReturn: -0.09% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -0.97% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.5 → 等級 C
- RSI: 52.83（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 21.13（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 7.0 → 等級 B",5.25,49,B
2912.TW,PRESIDENT CHAIN STORE CORP,47,4.2727272727272725,C,31,6.2,B,"**[基本面分析] 2912.TW / PRESIDENT CHAIN STORE CORP**
- PE: 23.55 => 介於 10 ~ 25 的區間 (score=5)
- PB: 6.95 => 高於參考值(5)，需留意高估風險 (score=2)
- Beta: 0.11 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 29.04% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 3.45% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 4.21% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 259.04 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 0.84 => 低於參考值(1) (score=2)
- QuickRatio: 0.61 => 低於參考值(1) (score=2)
- RevenueGrowth: 6.50% => 在 5.00% ~ 20.00% 的合理範圍 (score=5)
- EarningsGrowth: -1.70% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.3 → 等級 C
- RSI: 41.18（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 23.30（趨勢中等） (score=6)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.2 → 等級 B",5.236363636363636,78,B
00720B.TWO,YUANTA SECURITIES INV TRUST CO ,18,3.6,C,34,6.8,B,"**[基本面分析] 00720B.TWO / YUANTA SECURITIES INV TRUST CO **
- ETF_PE: 資料缺失
- ETF_Yield: 5.75% => 在 2~6 的區間 (score=5)
- totalAssets: 151,231,070,208 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 1.85 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: -0.57% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -0.71% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.6 → 等級 C
- RSI: 52.56（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 16.44（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.2,52,B
00772B.TWO,CTBC INVESTMENTS CO LTD CTBC BL,18,3.6,C,34,6.8,B,"**[基本面分析] 00772B.TWO / CTBC INVESTMENTS CO LTD CTBC BL**
- ETF_PE: 資料缺失
- ETF_Yield: 4.69% => 在 2~6 的區間 (score=5)
- totalAssets: 125,960,372,224 => 在 100000000000.0~500000000000.0 的區間 (score=5)
- ETF_Beta3Y: 1.77 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: -1.29% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -1.66% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.6 → 等級 C
- RSI: 51.03（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 18.84（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.8 → 等級 B",5.2,52,B
2207.TW,HOTAI MOTOR CO,48,4.363636363636363,C,30,6.0,B,"**[基本面分析] 2207.TW / HOTAI MOTOR CO**
- PE: 16.67 => 介於 10 ~ 25 的區間 (score=5)
- PB: 4.71 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.90 => 介於 0.8 ~ 1.2 的區間 (score=5)
- ROE: 23.52% => 高於參考值(20.00%)，值得肯定 (score=10)
- DividendYield: 3.29% => 在 200.00% ~ 600.00% 的合理範圍 (score=5)
- PEG: 資料缺失
- OperatingMargin: 14.04% => 在 10.00% ~ 30.00% 的合理範圍 (score=5)
- DebtToEquity: 300.09 => 高於參考值(100)，需留意高估風險 (score=2)
- CurrentRatio: 1.03 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.94 => 低於參考值(1) (score=2)
- RevenueGrowth: -4.60% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: -32.50% => 低於參考值(5.00%) (score=2)

【基本面評級】平均分數 4.4 → 等級 C
- RSI: 52.32（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 14.61（趨勢弱） (score=5)
- 成交量趨勢: 減少中（趨勢可能弱化） (score=5)

【技術面評級】平均分數 6.0 → 等級 B",5.181818181818182,78,B
2002.TW,CHINA STEEL CORP,37,3.7,C,33,6.6,B,"**[基本面分析] 2002.TW / CHINA STEEL CORP**
- PE: 77.50 => 高於參考值(25)，需留意高估風險 (score=2)
- PB: 1.01 => 介於 1 ~ 5 的區間 (score=5)
- Beta: 0.75 => 明顯低於參考值(0.8)，對投資人相對有利 (score=10)
- ROE: 1.64% => 低於參考值(10.00%) (score=2)
- DividendYield: 1.74% => 低於參考值(200.00%) (score=2)
- PEG: 資料缺失
- OperatingMargin: -1.43% => 低於參考值(10.00%) (score=2)
- DebtToEquity: 79.80 => 介於 50 ~ 100 的區間 (score=5)
- CurrentRatio: 1.17 => 在 1 ~ 2 的合理範圍 (score=5)
- QuickRatio: 0.39 => 低於參考值(1) (score=2)
- RevenueGrowth: -3.00% => 低於參考值(5.00%) (score=2)
- EarningsGrowth: 資料缺失

【基本面評級】平均分數 3.7 → 等級 C
- RSI: 58.67（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 < SMA200（死亡交叉，趨勢向下） (score=5)
- ADX: 36.46（趨勢中等） (score=6)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 6.6 → 等級 B",5.15,70,B
00746B.TWO,FUBON SECURITIES INVSTMT TRUST ,15,3.0,C,36,7.2,B,"**[基本面分析] 00746B.TWO / FUBON SECURITIES INVSTMT TRUST **
- ETF_PE: 資料缺失
- ETF_Yield: 4.48% => 在 2~6 的區間 (score=5)
- totalAssets: 87,203,651,584 => 低於參考值(100000000000.0) (score=2)
- ETF_Beta3Y: 1.67 => 波動高於市場平均(1.2)，風險也較高 (score=4)
- threeYearAverageReturn: -0.15% => 低於參考值(0.03) (score=2)
- fiveYearAverageReturn: -0.74% => 低於參考值(0.03) (score=2)

【基本面評級】平均分數 3.0 → 等級 C
- RSI: 51.45（正常範圍） (score=7)
- MACD: 正值（買入信號） (score=8)
- SMA50 > SMA200（黃金交叉，趨勢向上） (score=9)
- ADX: 17.39（趨勢弱） (score=5)
- 成交量趨勢: 增加中（趨勢確認） (score=7)

【技術面評級】平均分數 7.2 → 等級 B",5.1,51,B
